task_id,category,difficulty_level,solved_by_n_of_4_reference_models,base_scene,azimuth,elevation,distance_pct,cam_rot,cam_vert,initstate,noise_type,noise_severity,light,table,language,added_objects,layout_level,instruction_clean,task_language_raw,variant_name
1470,Sensor Noise,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,fog,6,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 36,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_36
1471,Sensor Noise,3,2,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,fog,7,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 37,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_37
1472,Sensor Noise,4,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,fog,8,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 38,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_38
1473,Sensor Noise,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,1,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 41,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_41
1474,Sensor Noise,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,2,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 42,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_42
1475,Sensor Noise,3,2,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,3,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 43,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_43
1476,Sensor Noise,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,4,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 44,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_44
1477,Sensor Noise,4,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,5,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 45,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_45
1478,Sensor Noise,4,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,7,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 47,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_47
1479,Sensor Noise,5,0,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,8,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 48,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_48
1480,Sensor Noise,4,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,9,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 49,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_49
1481,Sensor Noise,4,1,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,10,,,,,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket view 0 0 100 0 0 initstate 0 noise 50,pick_up_the_cream_cheese_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_50
1482,Sensor Noise,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,1,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 1,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_1
1483,Sensor Noise,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,2,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 2,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_2
1484,Sensor Noise,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,3,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 3,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_3
1485,Sensor Noise,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,4,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 4,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_4
1486,Sensor Noise,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,5,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 5,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_5
1487,Sensor Noise,3,2,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,6,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 6,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_6
1488,Sensor Noise,3,2,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,7,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 7,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_7
1489,Sensor Noise,4,1,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,8,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 8,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_8
1490,Sensor Noise,3,2,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,motion blur,9,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 9,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_9
1491,Sensor Noise,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,2,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 12,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_12
1492,Sensor Noise,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,3,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 13,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_13
1493,Sensor Noise,3,2,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,4,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 14,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_14
1494,Sensor Noise,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,5,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 15,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_15
1495,Sensor Noise,4,1,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,6,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 16,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_16
1496,Sensor Noise,4,1,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,7,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 17,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_17
1497,Sensor Noise,5,0,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,9,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 19,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_19
1498,Sensor Noise,4,1,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,gaussian blur,10,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 20,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_20
1499,Sensor Noise,1,4,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,zoom blur,4,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 24,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_24
1500,Sensor Noise,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,zoom blur,5,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 25,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_25
1501,Sensor Noise,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,zoom blur,6,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 26,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_26
1502,Sensor Noise,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,zoom blur,7,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 27,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_27
1503,Sensor Noise,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,zoom blur,8,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 28,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_28
1504,Sensor Noise,4,1,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,zoom blur,9,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 29,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_29
1505,Sensor Noise,5,0,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,zoom blur,10,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 30,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_30
1506,Sensor Noise,1,4,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,fog,3,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 33,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_33
1507,Sensor Noise,1,4,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,fog,4,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 34,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_34
1508,Sensor Noise,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,fog,5,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 35,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_35
1509,Sensor Noise,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,fog,6,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 36,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_36
1510,Sensor Noise,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,fog,7,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 37,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_37
1511,Sensor Noise,3,2,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,fog,8,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 38,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_38
1512,Sensor Noise,3,2,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,fog,9,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 39,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_39
1513,Sensor Noise,5,0,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,fog,10,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 40,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_40
1514,Sensor Noise,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,1,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 41,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_41
1515,Sensor Noise,1,4,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,2,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 42,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_42
1516,Sensor Noise,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,3,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 43,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_43
1517,Sensor Noise,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,4,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 44,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_44
1518,Sensor Noise,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,5,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 45,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_45
1519,Sensor Noise,2,3,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,6,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 46,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_46
1520,Sensor Noise,3,2,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,7,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 47,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_47
1521,Sensor Noise,3,2,pick_up_the_salad_dressing_and_place_it_in_the_basket,0,0,100,0,0,0,glass blur,8,,,,,,pick up the salad dressing and place it in the basket,pick up the salad dressing and place it in the basket view 0 0 100 0 0 initstate 0 noise 48,pick_up_the_salad_dressing_and_place_it_in_the_basket_view_0_0_100_0_0_initstate_0_noise_48
